delivery_datatype	check_status_sv	data_checked_by_sv	visit_year	platform_code	visit_id	expedition_id	station_name	reported_station_name	sample_project_name_sv	sample_orderer_name_sv	visit_date	sample_time	sample_enddate	sample_endtime	shark_sample_id	sample_latitude_dm	sample_longitude_dm	sample_latitude_dd	sample_longitude_dd	positioning_system_code	water_depth_m	wind_direction_code	wind_speed_ms	air_temperature_degc	air_temperature_wet_degc	air_pressure_hpa	weather_observation_code	cloud_observation_code	wave_observation_code	ice_observation_code	Secchi depth (m)	QFLAG Secchi depth	additional_sampling	visit_comment	sample_depth_m	Pressure CTD (dbar)	QFLAG Pressure CTD	Temperature bottle (C)	QFLAG Temperature bottle	Temperature CTD (C)	QFLAG Temperature CTD	Salinity bottle (o/oo psu)	QFLAG Salinity bottle	Salinity CTD (o/oo psu)	QFLAG Salinity CTD	Conductivity_25 bottle (mS/m)	QFLAG Conductivity_25 bottle	Conductivity CTD (mS/m)	QFLAG Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	QFLAG Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	QFLAG Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	QFLAG Hydrogen sulphide H2S	pH	QFLAG pH	pH Laboratory	QFLAG pH Laboratory	Temperature pH Laboratory (C)	QFLAG Temperature pH Laboratory	Alkalinity (mmol/kg)	QFLAG Alkalinity	Alkalinity_2 (mmol/l)	QFLAG Alkalinity_2	Phosphate PO4-P (umol/l)	QFLAG Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	QFLAG Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	QFLAG Nitrite NO2-N	Nitrate NO3-N (umol/l)	QFLAG Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	QFLAG Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	QFLAG Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	QFLAG Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	QFLAG Humus	Chlorophyll-a bottle (ug/l)	QFLAG Chlorophyll-a bottle	Dissovled organic carbon DOC (umol/l)	QFLAG Dissovled organic carbon DOC	Particulate organic carbon POC (umol/l)	QFLAG Particulate organic carbon POC	Total organic carbon TOC (mg/l)	QFLAG Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	QFLAG Particulate organic nitrogen PON	Current direction (deca degrees)	QFLAG Current direction	Current velocity (cm/s)	QFLAG Current velocity	Lignin (mg/l)	QFLAG Lignin	Yellow substance (1/l)	QFLAG Yellow substance	Aluminium (ug/l)	QFLAG Aluminium	Urea (umol/l)	QFLAG Urea	Colored dissolved organic matter CDOM (1/m)	QFLAG Colored dissolved organic matter CDOM	sample_comment	location_water_category	location_water_district	location_svar_sea_area_name	location_svar_sea_area_code	location_type_area	location_sea_basin	location_helcom_ospar_area	location_economic_zone	location_county	location_municipality	station_viss_eu_id	reporting_institute_name_sv	data_holding_centre	internet_access	dataset_name	dataset_file_name
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77UR	0066		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-12-13	08:10			SHARK-HYD+2016+77UR+0066+0+0	58 48.19	17 37.52	58.80317	17.62533		41.5	27	8	3.4			2	8	2	0	13.5				0					3.64				6.63								10.13										1.582				0.76		1.00						4.17		0.05		21.46		21.49				0.62																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77UR	0066		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-12-13	08:10			SHARK-HYD+2016+77UR+0066+5+5	58 48.19	17 37.52	58.80317	17.62533		41.5	27	8	3.4			2	8	2	0	13.5				5					3.66				6.64								9.55										1.582				0.76		1.02						4.15		0.08		22.12		21.74				0.60																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77UR	0066		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-12-13	08:10			SHARK-HYD+2016+77UR+0066+10+10	58 48.19	17 37.52	58.80317	17.62533		41.5	27	8	3.4			2	8	2	0	13.5				10					3.65				6.64								9.53										1.583				0.76		1.01						4.11		0.06		21.52		21.72				0.58																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77UR	0066		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-12-13	08:10			SHARK-HYD+2016+77UR+0066+15+15	58 48.19	17 37.52	58.80317	17.62533		41.5	27	8	3.4			2	8	2	0	13.5				15					3.68				6.64								9.50										1.581				0.78		1.02						4.15		0.18		21.85		21.49				0.55																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77UR	0066		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-12-13	08:10			SHARK-HYD+2016+77UR+0066+20+20	58 48.19	17 37.52	58.80317	17.62533		41.5	27	8	3.4			2	8	2	0	13.5				20					3.74				6.65								9.46										1.583				0.76		1.00						4.14		0.12		21.34		21.53				0.47																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77UR	0066		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-12-13	08:10			SHARK-HYD+2016+77UR+0066+25+25	58 48.19	17 37.52	58.80317	17.62533		41.5	27	8	3.4			2	8	2	0	13.5				25					3.92				6.68								9.35										1.587				0.78		1.04						4.11		0.06		21.65		21.47																													2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77UR	0066		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-12-13	08:10			SHARK-HYD+2016+77UR+0066+30+30	58 48.19	17 37.52	58.80317	17.62533		41.5	27	8	3.4			2	8	2	0	13.5				30					4.48				6.81								8.55										1.599				0.85		1.07						4.21		0.06		21.39		22.43				0.35																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77UR	0066		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-12-13	08:10			SHARK-HYD+2016+77UR+0066+35+35	58 48.19	17 37.52	58.80317	17.62533		41.5	27	8	3.4			2	8	2	0	13.5				35					5.03				6.97								7.78										1.617				0.97		1.19						4.36		0.06		21.68		24.07																													2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77UR	0066		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-12-13	08:10			SHARK-HYD+2016+77UR+0066+40+40	58 48.19	17 37.52	58.80317	17.62533		41.5	27	8	3.4			2	8	2	0	13.5				40					5.96				7.56								5.72										1.669				1.39		1.66						5.00		0.05		22.11		29.40				0.20	<																								2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+0+0	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	0					5.76				7.35						8.01		8.1				8.06		7.840		25.3		1.704				0.50		0.98		0.17		2.40		2.57		0.20	<	20.2		13.9		7.4		0.5																									4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+5+5	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	5					5.76				7.35						8.00		8.1				8.06		7.833		25.3		1.705				0.51		0.97		0.16		2.39		2.55		0.20	<	20.6		13.8		8.0		0.5																									4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+10+10	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	10				B	5.76				7.35						8.00		8.0				8.05		7.827		25.3		1.694				0.54		0.93		0.15		2.50		2.65		0.20	<	20.1		13.8		7.6		0.6																									4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+15+15	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	15					5.76				7.35						8.00		8.0				8.05		7.827		25.3		1.703				0.54		0.94		0.16		2.60		2.76		0.20	<	20.4		13.7		7.6		0.5																									4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+20+20	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	20				B	5.80				7.36						7.98		8.0				8.04		7.817		25.4		1.705				0.55		0.89		0.14		2.56		2.70		0.20	<	21.4		13.7		7.6		0.5																									4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+30+30	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	30					5.80				7.36						7.94		8.0				8.03		7.812		25.3		1.708				0.53		0.94		0.15		2.62		2.77		0.20	<	21.9		13.4		7.6		0.5																									4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+40+40	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	40			6.25		5.99				7.40						7.91		8.0				8.03		7.813		25.4		1.693				0.52		0.91		0.17		2.49		2.66		0.20	<	20.5		13.4		7.7		0.5																									4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+50+50	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	50					6.67				7.55						7.49		7.7				7.96		7.751		25.2		1.710				0.62		0.99		0.10		2.90		3.00		0.20	<	21.4		13.6		7.5		0.4																									4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+60+60	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	60					5.11				8.51						3.61		3.7				7.42		7.194		25.1		1.733				1.60		1.91		0.02		4.64		4.66		0.20	<	20.9		27.1		8.4																											4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+70+70	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	70			5.43		5.49				9.73						0.67		1.4				7.21		6.988		25.1		1.780				2.49		2.89		0.02		4.39		4.41		0.20	<	20.6		43.9		9.0																											4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+80+80	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	80					5.98				10.45						1.88		1.5				7.30		7.075		25.3		1.795				2.11		2.47		0.03		6.65		6.68		0.20	<	22.4		34.6		8.3																											4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+90+90	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	90			6.33		6.33				11.14						1.69		1.5				7.29		7.078		25.3		1.811				2.19		2.70		0.04		6.92		6.96		0.20	<	24.9		38.5		8.2																										90  : SYRGAS. EP /PUNKTEN MANUELLT FLYTTAD	4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+100+100	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	100					6.21				11.60						1.49		1.4				7.28		7.061		25.4		1.820				2.32		2.75		0.02		6.91		6.93		0.20	<	23.5		41.1		7.9																											4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+125+125	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	125			6.80		6.77				12.35						1.49		1.5				7.29		7.079		25.3		1.845				2.19		2.53		0.02	<	7.19		7.19		0.20	<	21.6		41.5		8.1																											4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+150+150	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	150					6.82				12.83						0.79		0.8				7.24		7.026		25.2		1.867				2.33		2.71		0.04		7.46		7.50		0.20	<	22.4		46.5		8.3																											4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0626		BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-13	18:50			SHARK-HYD+2016+34AR+0626+175+175	57 18.74	20 04.57	57.31233	20.07617		240	27	12	4.8		1010	9	9	9	0				INGEN ZOOPLANKTON PGA HÅRT VIND OCH STRÖM.	175			6.85		6.87				13.04						0.51		0.5				7.22		7.008		25.1		1.858				2.52		2.97		0.04		7.66		7.70		0.20	<	21.9		48.8		8.5																											4 - Utsjövatten						HELCOM		Utanför gränser	Utanför gränser	SE636437-175555	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
