delivery_datatype	check_status_sv	data_checked_by_sv	visit_year	platform_code	visit_id	expedition_id	station_name	reported_station_name	sample_project_name_sv	sample_orderer_name_sv	visit_date	sample_time	sample_enddate	sample_endtime	shark_sample_id	sample_latitude_dm	sample_longitude_dm	sample_latitude_dd	sample_longitude_dd	positioning_system_code	water_depth_m	wind_direction_code	wind_speed_ms	air_temperature_degc	air_temperature_wet_degc	air_pressure_hpa	weather_observation_code	cloud_observation_code	wave_observation_code	ice_observation_code	Secchi depth (m)	QFLAG Secchi depth	additional_sampling	visit_comment	sample_depth_m	Pressure CTD (dbar)	QFLAG Pressure CTD	Temperature bottle (C)	QFLAG Temperature bottle	Temperature CTD (C)	QFLAG Temperature CTD	Salinity bottle (o/oo psu)	QFLAG Salinity bottle	Salinity CTD (o/oo psu)	QFLAG Salinity CTD	Conductivity_25 bottle (mS/m)	QFLAG Conductivity_25 bottle	Conductivity CTD (mS/m)	QFLAG Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	QFLAG Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	QFLAG Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	QFLAG Hydrogen sulphide H2S	pH	QFLAG pH	pH Laboratory	QFLAG pH Laboratory	Temperature pH Laboratory (C)	QFLAG Temperature pH Laboratory	Alkalinity (mmol/kg)	QFLAG Alkalinity	Alkalinity_2 (mmol/l)	QFLAG Alkalinity_2	Phosphate PO4-P (umol/l)	QFLAG Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	QFLAG Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	QFLAG Nitrite NO2-N	Nitrate NO3-N (umol/l)	QFLAG Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	QFLAG Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	QFLAG Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	QFLAG Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	QFLAG Humus	Chlorophyll-a bottle (ug/l)	QFLAG Chlorophyll-a bottle	Dissovled organic carbon DOC (umol/l)	QFLAG Dissovled organic carbon DOC	Particulate organic carbon POC (umol/l)	QFLAG Particulate organic carbon POC	Total organic carbon TOC (mg/l)	QFLAG Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	QFLAG Particulate organic nitrogen PON	Current direction (deca degrees)	QFLAG Current direction	Current velocity (cm/s)	QFLAG Current velocity	Lignin (mg/l)	QFLAG Lignin	Yellow substance (1/l)	QFLAG Yellow substance	Aluminium (ug/l)	QFLAG Aluminium	Urea (umol/l)	QFLAG Urea	Colored dissolved organic matter CDOM (1/m)	QFLAG Colored dissolved organic matter CDOM	sample_comment	location_water_category	location_water_district	location_svar_sea_area_name	location_svar_sea_area_code	location_type_area	location_sea_basin	location_helcom_ospar_area	location_economic_zone	location_county	location_municipality	station_viss_eu_id	reporting_institute_name_sv	data_holding_centre	internet_access	dataset_name	dataset_file_name
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0154		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	14:50			SHARK-HYD+2014+34AR+0154+30+30	56 40.00	12 07.00	56.66667	12.11667		63	21	13	9.4		1004	1	1	4	0	5				30					4.88		32.672		32.648						6.58		6.23				8.09				25.1		2.317				0.60		0.87		0.18		14.14		14.32		0.29		23.5		9.6				2.0																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0154		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	14:50			SHARK-HYD+2014+34AR+0154+40+40	56 40.00	12 07.00	56.66667	12.11667		63	21	13	9.4		1004	1	1	4	0	5				40					6.03		34.043		33.929						5.56		5.30				8.04				25.1		2.312				0.85		1.00		0.14		12.18		12.32		0.20	<	20.7		11.2				1.5																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0154		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	14:50			SHARK-HYD+2014+34AR+0154+50+50	56 40.00	12 07.00	56.66667	12.11667		63	21	13	9.4		1004	1	1	4	0	5				50					6.28		34.133		34.087						5.28		5.07				8.01				25.0		2.331				0.91		1.17		0.20		12.35		12.55		0.42		19.8		12.1																													4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0154		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	14:50			SHARK-HYD+2014+34AR+0154+62+62	56 40.00	12 07.00	56.66667	12.11667		63	21	13	9.4		1004	1	1	4	0	5				62			6.29				34.142								5.20						8.01				25.2		2.322				0.94		1.27		0.21		12.44		12.65		0.35		20.0		12.3																													4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0155		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	17:55			SHARK-HYD+2014+34AR+0155+0+0	56 56.40	12 12.70	56.94000	12.21167		31	20	13	8.5		1002	2	8	4	0					0					5.35		28.022		28.019						7.78		7.41				8.24				25.1		2.196				0.16		0.70		0.28		5.49		5.77		0.36		20.7		3.3				2.8																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0155		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	17:55			SHARK-HYD+2014+34AR+0155+5+5	56 56.40	12 12.70	56.94000	12.21167		31	20	13	8.5		1002	2	8	4	0					5					5.35		28.049		28.019						7.82		7.41				8.24				25.0		2.197				0.16		0.59		0.27		5.52		5.79		0.23		17.3		3.4				2.8																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0155		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	17:55			SHARK-HYD+2014+34AR+0155+10+10	56 56.40	12 12.70	56.94000	12.21167		31	20	13	8.5		1002	2	8	4	0					10					5.35		28.079		28.050						7.78		7.41				8.24				25.1		2.189				0.16		0.65		0.28		5.57		5.85		0.21		17.0		3.4				2.9																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0155		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	17:55			SHARK-HYD+2014+34AR+0155+15+15	56 56.40	12 12.70	56.94000	12.21167		31	20	13	8.5		1002	2	8	4	0					15					5.36		28.119		28.071						7.75		7.39				8.29				24.4		2.202				0.16		0.66		0.29		5.55		5.84		0.27		18.5		3.5				2.7																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0155		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	17:55			SHARK-HYD+2014+34AR+0155+20+20	56 56.40	12 12.70	56.94000	12.21167		31	20	13	8.5		1002	2	8	4	0					20					5.22		29.264		29.437						7.48		7.04				8.19				25.1		2.197				0.29		0.62		0.29		8.27		8.56		0.28		18.7		6.3				2.1																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0155		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	17:55			SHARK-HYD+2014+34AR+0155+25+25	56 56.40	12 12.70	56.94000	12.21167		31	20	13	8.5		1002	2	8	4	0					25					5.13				32.115						6.67		6.41				8.11				25.1		2.290				0.57		0.84		0.18		12.85		13.03		0.20	<	20.5		8.9				1.7																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0155		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-20	17:55			SHARK-HYD+2014+34AR+0155+30+30	56 56.40	12 12.70	56.94000	12.21167		31	20	13	8.5		1002	2	8	4	0					30			5.13				32.458								6.34						8.09				25.0		2.307				0.68		1.03		0.19		13.83		14.02		0.37		20.7		10.9																													3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	77SN	0041		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-06	09:05			SHARK-HYD+2014+77SN+0041+0+0	58 15.50	11 26.00	58.25833	11.43333		77	18	10	3.2		1023	6	8	2	0	5			SLANG 0-10M.	0			3.73		3.74		21.503		21.49						8.86		8.57														0.10		0.74		0.10		1.46		1.56		0.20	<	21.1		2.8				12.2																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	77SN	0041		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-06	09:05			SHARK-HYD+2014+77SN+0041+5+5	58 15.50	11 26.00	58.25833	11.43333		77	18	10	3.2		1023	6	8	2	0	5			SLANG 0-10M.	5			3.71		3.72		21.597		21.56						8.85		9.22														0.11		0.66		0.10		1.51		1.61		0.20	<	20.2		2.7				11.7																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	77SN	0041		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-06	09:05			SHARK-HYD+2014+77SN+0041+10+10	58 15.50	11 26.00	58.25833	11.43333		77	18	10	3.2		1023	6	8	2	0	5			SLANG 0-10M.	10			3.66		3.67		23.762		23.76						8.29		8.69														0.18		0.69		0.19		4.47		4.66		0.38		20.7		4.5				9.8																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	77SN	0041		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-06	09:05			SHARK-HYD+2014+77SN+0041+15+15	58 15.50	11 26.00	58.25833	11.43333		77	18	10	3.2		1023	6	8	2	0	5			SLANG 0-10M.	15			3.56		3.54		24.682		24.71						7.46		8.35														0.39		0.77		0.32		7.71		8.03		0.75		22.5		8.6				7.8																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	77SN	0041		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-06	09:05			SHARK-HYD+2014+77SN+0041+20+20	58 15.50	11 26.00	58.25833	11.43333		77	18	10	3.2		1023	6	8	2	0	5			SLANG 0-10M.	20			3.72		3.70		25.843		25.83						7.83		8.28														0.41		0.76		0.32		8.11		8.43		0.80		20.7		7.8				8.7																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	77SN	0041		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-06	09:05			SHARK-HYD+2014+77SN+0041+30+30	58 15.50	11 26.00	58.25833	11.43333		77	18	10	3.2		1023	6	8	2	0	5			SLANG 0-10M.	30			5.31		5.28		33.006		32.01						6.37		6.70														0.71		0.81		0.31		11.62		11.93		0.20	<	20.6		10.3				1.9																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	77SN	0041		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-06	09:05			SHARK-HYD+2014+77SN+0041+40+40	58 15.50	11 26.00	58.25833	11.43333		77	18	10	3.2		1023	6	8	2	0	5			SLANG 0-10M.	40			5.84		5.82		33.066		33.06						6.03		6.23														0.83		0.96		0.27		11.69		11.96		0.20	<	20.0		11.1				1.4																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	77SN	0041		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-06	09:05			SHARK-HYD+2014+77SN+0041+50+50	58 15.50	11 26.00	58.25833	11.43333		77	18	10	3.2		1023	6	8	2	0	5			SLANG 0-10M.	50			6.30		6.35		33.555		33.60						5.45		5.71														1.02		1.12		0.27		11.39		11.66		0.20	<	20.4		12.8				1.5																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	77SN	0041		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-06	09:05			SHARK-HYD+2014+77SN+0041+76+76	58 15.50	11 26.00	58.25833	11.43333		77	18	10	3.2		1023	6	8	2	0	5			SLANG 0-10M.	76			6.99		6.93		34.177		34.18						4.27		4.30														1.47		1.51		0.29		11.43		11.72		0.44		21.5		17.6																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0128		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-01	10:40			SHARK-HYD+2014+34AR+0128+0+0	56 40.00	12 07.00	56.66667	12.11667		63	12	4	3.3		1004	4	8	3	0	7			EXTRA PLANKTONSAMPLING AT 12.5M DUE TO FLUORESCENCE PEAK.	0					3.16				19.991						8.70		8.34				8.20				25.4		1.997				0.25		0.79		0.34		2.06		2.40		0.20	<	22.1		5.8		6.3		3.1																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0128		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-01	10:40			SHARK-HYD+2014+34AR+0128+5+5	56 40.00	12 07.00	56.66667	12.11667		63	12	4	3.3		1004	4	8	3	0	7			EXTRA PLANKTONSAMPLING AT 12.5M DUE TO FLUORESCENCE PEAK.	5					3.15		20.022		19.994						8.70		8.33				8.19				25.4		1.996				0.25		0.78		0.35		2.05		2.40		0.20	<	20.0		5.9		6.3		3.2																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0128		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-01	10:40			SHARK-HYD+2014+34AR+0128+10+10	56 40.00	12 07.00	56.66667	12.11667		63	12	4	3.3		1004	4	8	3	0	7			EXTRA PLANKTONSAMPLING AT 12.5M DUE TO FLUORESCENCE PEAK.	10					3.09		20.146		20.163						8.65		8.28				8.18				25.2		2.004				0.26		0.83		0.37		2.36		2.73		0.20	<	21.0		5.6		6.3		2.9																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2014	34AR	0128		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2014-03-01	10:40			SHARK-HYD+2014+34AR+0128+15+15	56 40.00	12 07.00	56.66667	12.11667		63	12	4	3.3		1004	4	8	3	0	7			EXTRA PLANKTONSAMPLING AT 12.5M DUE TO FLUORESCENCE PEAK.	15					3.05		20.375		20.328						8.58		8.07				8.17				25.3		2.004				0.31		0.78		0.42		3.40		3.82		0.20	<	19.0		6.4		6.0		1.4																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2014_BAS_SMHI	SHARK_PhysicalChemical_2014_BAS_SMHI_version_2018-05-21.zip
